664174.146669,111103.670222,99.967
664230.78636,111330.598157,106.023
664211.66978,111351.450277,105.989
664288.53231,111114.805864,101.461
664251.805627,111329.144034,106.657
664233.194424,111103.270043,100.933
664278.750157,111053.181241,99.688
664445.750585,111293.361143,106.934
664398.080785,111246.859183,103.018
664390.886162,111164.065168,101.579
664215.97964,111262.66227,105.611
664355.865449,111414.905375,112.29
664239.943558,111214.61109,103.801
664111.844676,111366.881805,101.077
664415.057676,111139.702599,101.562
664367.103794,111166.699519,100.751
664262.803524,111424.038275,108.149
664428.346237,111377.987285,110.786
664244.436196,111080.522649,100.595
664309.325609,111431.721284,110.55
664405.268423,111236.280804,102.589
664119.021486,111063.589823,96.888
664394.759638,111117.923048,100.821
664224.599245,111336.66148,106.031
664337.09645,111038.573995,99.324
664140.037811,111406.158249,101.919
664126.576812,111121.650096,99.771
664285.502194,111297.186214,106.222
664253.762126,111036.874823,99.895
664364.433499,111138.758044,100.276
664295.531504,111400.409547,109.812
664196.618735,111228.972709,103.713
664182.000366,111050.212852,100.026
664185.329526,111299.3319,105.74
664142.857888,111159.874164,100.8
664287.657273,111093.896528,100.952
664336.290761,111290.618612,106.905
664234.297201,111097.251492,100.795
664115.011419,111133.769142,99.305
664410.112836,111367.630629,111.037
664181.636651,111273.362242,105.121
664459.703025,111117.703284,101.703
664110.188954,111336.04213,100.522
664286.60471,111397.020413,109.204
664451.30762,111042.892947,102.155
664459.808895,111090.1986,102.662
664338.17085,111360.400322,110.107
664277.063618,111124.727818,102.244
664243.539938,111335.340244,106.582
664280.665292,111127.007637,102.245
664233.653054,111036.703426,100.022
664286.68304,111247.137937,105.254
664315.660719,111310.212267,107.601
664303.038907,111161.596288,102.133
664395.761054,111034.018061,101.173
664144.971882,111071.10585,99.343
664138.348052,111080.06091,99.336
664227.526864,111115.91589,100.919
664401.288819,111190.784676,102.118
664369.632424,111403.461219,112.127
664214.64685,111109.903246,100.288
664299.350498,111427.41763,109.697
664308.605348,111335.92842,108.181
664167.252616,111134.700632,101.366
664373.96781,111410.24065,112.474
664394.842476,111087.645133,101.315
664228.05311,111388.170848,107.267
664111.481255,111152.983298,99.576
664167.202105,111195.138843,101.794
664237.187704,111203.310963,103.61
664362.474896,111324.827133,108.895
664226.93075,111021.161782,99.541
664297.557572,111288.18303,106.4
664149.571097,111161.086795,100.976
664161.760498,111379.388845,105.249
664367.837766,111025.594204,100.068
664271.571311,111356.127822,107.684
664266.62528,111027.74863,98.596
664443.758278,111263.678894,105.838
664205.202942,111365.142392,106.069
664273.946883,111098.638427,101.357
664145.059732,111359.196338,106.226
664238.62381,111354.681898,107.002
664406.530876,111036.581686,101.545
664421.0273,111254.401352,104.638
664402.656879,111029.681447,101.298
664241.033532,111140.874946,102.57
664401.788231,111287.735877,106.797
664150.493048,111041.5898,98.111
664307.429366,111293.874773,106.671
664381.540181,111377.471438,111.576
664230.639017,111062.037325,100.16
664159.138442,111145.055873,101.404
664209.563405,111030.558085,99.763
664431.356324,111034.40039,101.983
664209.06017,111131.793526,100.75
664431.342013,111138.636285,101.382
664396.309584,111030.661494,101.147
664426.528064,111196.111047,102.886
664135.251251,111096.03612,99.996
664174.678838,111204.434307,102.24
664217.115634,111127.909727,100.771
664159.89498,111324.514171,108.647
664202.259373,111041.137691,99.949
664286.379802,111411.005328,109.442
664326.460015,111422.096291,111.585
664407.67442,111379.554614,111.55
664282.001171,111346.214443,107.584
664237.608288,111105.889469,101.181
664259.41519,111234.433192,104.546
664423.389697,111061.626655,102.122
664299.665923,111159.08353,102.304
664418.043726,111164.059803,102.36
664126.679679,111252.578725,105.102
664456.344967,111143.386757,101.777
664212.843637,111393.273109,106.725
664160.678904,111321.619082,109.133
664354.142729,111032.184925,99.636
664147.536848,111073.625058,99.616
664380.861603,111220.315132,101.844
664317.110629,111079.07911,98.553
664149.094526,111318.368475,107.736
664120.420048,111343.117548,101.25
664296.807184,111427.324116,109.527
664264.131322,111152.459587,103.485
664246.842715,111316.590994,106.234
664267.038054,111286.947255,105.664
664438.522685,111193.464062,103.077
664174.834435,111129.549628,100.991
664311.939857,111069.185854,98.231
664114.593296,111390.43213,99.315
664428.385458,111157.382348,102.147
664422.746498,111252.769218,104.542
664165.854558,111093.688927,99.846
664236.368807,111122.772584,101.652
664305.280847,111166.892901,102.247
664410.70815,111396.168757,112.135
664382.119882,111285.017814,106.622
664353.444789,111137.582584,100.207
664311.912392,111171.919314,101.946
664245.3877,111414.713836,107.933
664229.053316,111118.675804,101.121
664430.633847,111123.734801,101.632
664117.566471,111161.712665,99.884
664206.536998,111041.331335,99.896
664355.412651,111230.591352,102.48
664286.111555,111247.836844,105.228
664448.887632,111308.587197,107.4
664397.542242,111145.402652,101.635
664308.493743,111243.71215,104.459
664183.285999,111303.509472,106.639
664124.327436,111380.293489,102.63
664361.707238,111104.459625,99.743
664278.806387,111033.189789,98.101
664132.38916,111363.929498,102.203
664126.968512,111073.805284,98.104
664404.135109,111093.111372,101.489
664136.221386,111432.307765,99.773
664110.305069,111322.867281,101.572
664430.958603,111319.837633,108.308
664438.609212,111322.544035,108.329
664425.082235,111083.452635,102.129
664169.759097,111329.281503,108.526
664399.193734,111069.811389,101.531
664341.816625,111129.247474,99.772
664198.820413,111388.541721,106.092
664220.886303,111401.176071,107.056
664411.920184,111071.54976,101.916
664195.730266,111193.387317,102.352
664205.91817,111208.783984,103.095
664182.445636,111419.077113,105.32
664447.802611,111025.358972,101.68
664354.636476,111380.017751,111.099
664270.615112,111233.296077,104.594
664417.057922,111368.956543,110.907
664242.472116,111266.013714,105.381
664111.416323,111383.98912,99.033
664447.826775,111438.602368,112.005
664389.653239,111075.672405,101.138
664373.409761,111240.37211,102.579
664164.656217,111327.131231,108.728
664187.909863,111118.226267,100.262
664356.089834,111043.378067,99.618
664401.743834,111189.971424,102.196
664311.980213,111034.0554,98.213
664381.910886,111062.450938,100.718
664454.158104,111343.093552,108.412
664143.16321,111433.171885,100.825
664224.877758,111183.194809,102.513
664408.912484,111349.266897,110.308
664125.682677,111336.946329,103.659
664332.885899,111390.376699,110.945
664238.077854,111225.952562,104.063
664303.518645,111110.630138,100.273
664273.839488,111218.822404,104.602
664182.254582,111105.795173,99.927
664333.11241,111058.832383,99.139
664167.601035,111320.287336,109.172
664207.654418,111235.578896,104.31
664320.650572,111352.232992,109.052
664235.21906,111163.112586,102.87
664420.155952,111128.102046,101.139
664167.783276,111407.418205,104.868
664163.695343,111309.68962,108.617
664428.592685,111393.007604,111.386
664369.18317,111272.53479,106.01
664338.14579,111251.542539,104.577
664154.793444,111150.409425,101.383
664279.816638,111109.218741,101.562
664285.625298,111192.140254,104.26
664444.707079,111134.011993,101.61
664437.800915,111269.624685,106.106
664221.497955,111391.810678,106.968
664110.484888,111038.818038,96.471
664167.299588,111140.131359,101.396
664173.800597,111328.900234,108.079
664245.202645,111194.804454,103.895
664206.937606,111338.779539,105.576
664206.064655,111265.291777,105.523
664364.064864,111122.928798,99.969
664207.058043,111246.677538,104.863
664234.028395,111397.479301,107.501
664312.979563,111360.504513,109.114
664387.086856,111324.496453,109.106
664355.315075,111206.209069,102.492
664440.783276,111134.624001,101.572
664249.27815,111132.135333,102.55
664342.455202,111334.823429,108.914
664341.552851,111377.126521,110.751
664130.9868,111031.127779,97.474
664457.414804,111279.275819,106.41
664169.218971,111174.667208,101.693
664157.932259,111112.824923,100.799
664138.907236,111170.656077,100.62
664323.487473,111412.530716,111.301
